Nature reserves,Mx4rbXHMfAnoEdqAAAACs0x8nw,NatureReserve
Referendums,Mx4rVUBaHCzZQdiJI60BYYtp2g,Referendum
Singles,Mx4rv6i4pJwpEbGdrcN5Y29ycA,SingleRecording-CW
Tornadoes,Mx4rwRY1FpwpEbGdrcN5Y29ycA,TornadoAsEvent
Basketball teams,Mx4rvVinB5wpEbGdrcN5Y29ycA,BasketballTeam
Demographics,Mx4rvWEbs5wpEbGdrcN5Y29ycA,DemographicInformation
Communists,Mx4rvlAIgZwpEbGdrcN5Y29ycA,Communist
Countries,Mx4rvViIeZwpEbGdrcN5Y29ycA,Country
Earls,Mx4rwFXDRpwpEbGdrcN5Y29ycA,Earl
Figure skaters,Mx4rvrL9TJwpEbGdrcN5Y29ycA,FigureSkater
Guitarists,Mx8Ngh4rvW-_IZwpEbGdrcN5Y29ycB4rwQrsppwpEbGdrcN5Y29ycA,"[:PlayerOfInstrumentFn, :Guitar]"
Tanks,Mx4rwQB8vpwpEbGdrcN5Y29ycA,Tank-Vehicle
Kings,Mx4rvVjnNpwpEbGdrcN5Y29ycA,King-HeadOfState
Military operations,Mx4rvhxFJZwpEbGdrcN5Y29ycA,MilitaryOperation
Robots,Mx4rwQr1pJwpEbGdrcN5Y29ycA,Robot
Police officers,Mx4rvVjgBJwpEbGdrcN5Y29ycA,LawEnforcementOfficer
Monasteries,Mx4rwR_zXZwpEbGdrcN5Y29ycA,Monastery-Residence
Hills,Mx4rvgEUypwpEbGdrcN5Y29ycA,Hill
Songwriters,Mx4r7wQOfEeAEdaAAABQ2sS97g,Songwriter
Educators,Mx4rvVkFrJwpEbGdrcN5Y29ycA,Teacher
Surnames,Mx4rv2Wq-ZwpEbGdrcN5Y29ycA,HumanSurname
Civil servants,Mx4rEsaB7DM8QdmHQ4ahVg4Jxw,CivilServant
Regiments,Mx4rgswEFm3OEdaAAACgye-oRQ,Regiment-MilitaryEchelon
Manufacturing companies,Mx4rvVjvXpwpEbGdrcN5Y29ycA,ManufacturingCompany
Princesses,Mx4rvusi7pwpEbGdrcN5Y29ycA,Princess
Christmas,Mx4rvVirVJwpEbGdrcN5Y29ycA,ChristmasHoliday
Massacres,Mx4rwTpyh5wpEbGdrcN5Y29ycA,Massacre
Scholars,Mx4ricIx-Bk3QdifDqwFbZVelw,Scholar
Botanical gardens,Mx4rwUIIjpwpEbGdrcN5Y29ycA,BotanicalGarden
Drugs,Mx4rv8FjPpwpEbGdrcN5Y29ycA,DrugSubstance
Breeds,Mx4rwLYiK5wpEbGdrcN5Y29ycA,BiologicalSubspecies
Performing arts,Mx4rv-8VsZwpEbGdrcN5Y29ycA,PerformingArtActivity
Novelists,Mx4rvVi18JwpEbGdrcN5Y29ycA,Novelist
Amusement parks,Mx4rvVi1P5wpEbGdrcN5Y29ycA,AmusementPark
Words,Mx4rvVjkrpwpEbGdrcN5Y29ycA,LexicalWord
Protestants,Mx4rv2dkzJwpEbGdrcN5Y29ycA,ProtestantPerson
Zoos,Mx4rwQBcFJwpEbGdrcN5Y29ycA,ZooGrounds
Titles,Mx4rvVis3ZwpEbGdrcN5Y29ycA,Title
Headlands,Mx4ryjTUsqrKEdqAAAAOpmP6tw,Headland
Criminals,Mx4rvVjIu5wpEbGdrcN5Y29ycA,Criminal
Frigates,Mx4rwIG-bpwpEbGdrcN5Y29ycA,ModernFrigate
Courthouses,Mx4rwQr1N5wpEbGdrcN5Y29ycA,Courthouse
Flags,Mx4rvViQupwpEbGdrcN5Y29ycA,Flag
Marquesses,Mx4rv8ax-pwpEbGdrcN5Y29ycA,Marquess
