Tchoukball_SportsGameCW,tchoukball,umbel#Activities
Tcl_ProgrammingLanguage,Tcl,umbel#Notations
Tea,tea,BiologicalLivingObject
TeaMaker,tea maker,umbel#Products,FluidReservoir
TeaOrder,Tea order,DicotSubclass
TeaPlant,tea plant,Bush,EvergreenPlant,TeaOrder
TeaRoomSpace,tea room,RestaurantSpace
TeaRoom_Organization,tea room,Restaurant_Organization
TeaSpoon_MeasuringTool,teaspoon,MeasuringSpoon
Tea_Beverage,tea,InfusionDrink
Tea_Hot,hot tea,HotBeverage,Tea_Beverage
Tea_Iced,iced tea,Tea_Beverage
Tea_planter,"",umbel#PersonTypes
Teacher,teacher,AcademicProfessional
Teacher_of_history,teacher of history,Teacher
Teaching,teaching,Communicating,Education
TeachingAssistant,teaching assistant,GraduateStudent
TeachingMethod,teaching method,umbel#TopicsCategories
Teacup,tea cup,Cup,DrinkingMug
TeakTree,teak,DeciduousPlant,DicotSubclass,Tree_ThePlant
Team,team,ActivityTypeFocusGroup,OrganizationOfPeopleOnly
TeamAssignment,team assignment,umbel#WrittenInfo,Assignment_Specification
TeamCombinedGymnasticsSportsEvent,team combined gymnastics sports event,GymnasticsSportsEvent
TeamEpeeSportsEvent,team epee sports event,EpeeFencingSportsEvent
TeamFocusedSportsOrganization,team focused sports organization,PartiallyTangible,SportsOrganization
TeamFoilSportsEvent,team foil event,FoilFencingSportsEvent
TeamGame,team game,MultiPartyGame
TeamHandball,team handball,umbel#Activities
TeamPentathlonEvent,team pentathlon event,PentathlonSportsEvent
TeamPerformingEvent,team performing event,umbel#Events,Thing
TeamSabreSportsEvent,team sabre sports event,SabreFencingSportsEvent
TeamSport,team sport,Sport
TeamSportsCompetition,team sports competition,SportsCompetition
Team_sports_accessory,team sports accessory,umbel#Products,Artifact
Teamwork,cooperation,umbel#Activities
TearDuct,lachrymal duct,AnatomicalVessel
TearGas,tear gas,NonlethalWeapon,ToxicGas
TearGland,tear gland,Gland
Teardrop,teardrop,LacrimalFluid
Teasel,teasel,Plant_NonWoody,TeaselOrder
TeaselOrder,teasel order,DicotSubclass
Teaspoon,teaspoon,Spoon_SilverwarePiece
Teat,teat,AnimalBodyPart_Female,ExternalAnatomicalPart,Protrusion
TechStock,tech stock,Stock
Technetium,technetium,umbel#Chemistry,ArtificialMaterial,UnalloyedMetal
TechnicalManager,technical manager,Administrator,Manager
TechnicalReport,technical report,ResearchPaper
TechnicalStockAnalysis,technical analysis,Evaluating,FollowingAStandardProcedure
TechnicalWorker,technical worker,Professional_Adult
TechnicalWriter,technical writer,Author,Writer
Technician,technician,Professional_Adult
TechnoMusic,techno music,ElectronicMusic
TechnoMusicPerformer,techno music performer,MusicPerformanceAgent
TechnoMusicalPerformance,techno musical performance,MusicalPerformance
TechnologyCompany,technology company,Business,TechnologyOrganization
TechnologyIndustry,technology industry,Industry_Localized
TechnologyOrganization,technology organization,Organization
Technology_Artifact,piece of technology,Artifact_Generic,NonNaturalThing,SomethingExisting
Technophile,technophile,umbel#PersonTypes
Technophobe,technophobe,umbel#PersonTypes
TectonicPlate,tectonic plate,StoneObject_Natural
TedaLanguage,Teda,umbel#Notations
TeddyBear,teddy bear,StuffedAnimal
TeenChatRoom,teen chat room,ChatRoom
TeenModel,teen model,FashionModel
TeenMovie,teen movie,Movie_CW,PropositionalConceptualWork_TeenGenre
Teen_apparel,teen apparel,Clothing_Generic
TeethCleaning,teeth cleaning,Cleaning,PersonalGrooming
TeethRetainer,retainer,DentalAppliance
Teether,teething toy,umbel#Products,PhysicalDevice,PortableObject
Teething,teething,BiologicalGrowthEvent
TegaliLanguage,Tegali,umbel#Notations
Telecommunication,telecom,CommunicatingUsingADevice
TelecommunicationsCompany,telecommunications company,CommercialOrganization,CommunicationsOrganization
TelecommunicationsIndustry,telecommunications industry,InfrastructureIndustry
TelecommunicationsProgram,telecommunications software,ApplicationProgram
TelecommutingEvent,telecommuting,WorkingProcess
Teleconference,conference call,Meeting_SocialGathering
TeleconferenceSiteMeeting,teleconference site meeting,Meeting_SocialGathering
TelegramCopy,telegram copy,HumanAccessibleIBT,SomethingExisting,TextualMaterial
Telegram_CW,telegram CW,TextualPCW
Telegraph,telegraph,CommunicationDevice,ElectricalDevice
Telemarketer,telemarketer,PersonWithOccupation
Telephone,phone,CommunicationDevice,ElectricalDevice
TelephoneBody,body of a telephone,umbel#Products,ContainerArtifact
TelephoneBooth,phone booth,Booth_OccupationConstruct
TelephoneCompany,telephone company,TelecommunicationsCompany,UtilityCompany
TelephoneConversation,telephone conversation,Conversation
TelephoneCord,telephone cord,Cord,ElectricalConnector
TelephoneDirectory,phone book,Directory_ReferenceWork
TelephoneDirectory_Reverse,reverse telephone directory,TelephoneDirectory
TelephoneJack,telephone jack,Socket
TelephoneKeypad,phone keypad,ElectronicComponent,TelephoneNumberSignalGenerator
TelephoneLandLine,land line,TelephoneSubscriberLine,TelephoneWire
TelephoneMessage,telephone message,umbel#WrittenInfo,PropositionalConceptualWork
TelephoneNumberSignalGenerator,telephone number signal generator,ElectricalComponent
TelephoneOperator,operator,DeskWorker
TelephonePlug,telephone plug,ElectricalPlug
TelephonePole,telephone pole,UtilityPole
TelephoneReceiver,telephone receiver,ElectronicComponent
TelephoneState,telephone state,umbel#Products
TelephoneSubscriberLine,telephone subscriber line,umbel#Products
TelephoneSystem,telephone system,BusinessMachine,CommunicationDevice,ElectronicDevice,InfrastructureProduct,TransactionalNetwork
TelephoneWire,telephone wire,MultiConductorInsulatedWire,Path_InfoTransfer
Telephone_accessory,telephone accessory,umbel#Products,Artifact,Artifact_NonAgentive
TelephonyServerProgram,telephony server program,ServerProgram
Telescope,telescope,Device_SingleUser,OpticalDevice,ScientificInstrument
Telescopium_Constellation,Telescopium,umbel#Extraterrestrial
TeletypeFormat,teletype format,TypographicalStructure
TelevisionCrew,television crew,ActivityTypeFocusGroup,OrganizationOfPeopleOnly
TelevisionNetwork,television network,EntertainmentOrRecreationOrganization,MediaOrganization,ServiceOrganization
TelevisionProgrammer,television programmer,MediaProgrammer
TelevisionProgramming,television programming,MediaProgramming
TelevisionSet,television set,CommunicationDevice,ElectronicHouseholdAppliance
TelevisionSet_DirectView,direct view television set,TelevisionSet
TelevisionStar,TV star,ActorOnTV,Celebrity_Entertainment
TelevisionStation,television station,EntertainmentOrRecreationOrganization,MediaOrganization,ServiceOrganization
TelevisionTuner,television tuner,VideoReceiverComponent
Television_set_manufacturer,television set manufacturer,ManufacturingCompany
Tellurium,tellurium,Metalloid,Mineral,NonMetal
TelluriumHexafluoride,tellurium hexafluoride,umbel#Chemistry,Gaseous_StateOfMatter
TelnetClientProgram,telnet client,ClientProgram,TelnetProgram
TelnetProgram,Telnet program,NetworkingProgram
TelnetProtocol,telnet protocol,umbel#Notations
TelnetServerProgram,telnet server program,ServerProgram,TelnetProgram
TeluguLanguage,Telugu,umbel#Notations
TeluguWriting,Telugu script,umbel#Notations
TemperaPaint,poster color,ArtSupplies,Paint
TemperaPainting,tempera painting,Painting_ArtForm
TemperateClimateCycle,temperate climate,AnnualClimateCycle
TemperateMarineClimateCycle,temperate marine climate,TemperateClimateCycle
Temperature,temperature,NonAspectualQuantity,PhysicalQuantity
TemperatureGauge,temperature gauge,Gauge,TemperatureMeasuringDevice,VehiclePart
TemperatureIndicatorLight,temperature indicator light,IndicatorLight,VehiclePart
TemperatureInversionEvent,temperature inversion,WeatherEvent
TemperatureMeasuringDevice,temperature measuring device,MeasuringDevice
Template,template,umbel#TopicsCategories,Individual
Temple,temple,ReligiousBuilding
TempleOfKarnak,Temple of Karnak,umbel#Facilities
TemporalBone,temporal bone,IrregularBone
TemporalLobe,temporal lobe,AnimalBodyPart
TemporalObjectType,temporal object type,ObjectType
TemporalStuffType,type of temporally stuff-like thing,umbel#AbstractLevel,StuffType
TemporalThing,thing that exists in time,Individual
TemporallyContinuousThing,temporally continuous thing,TemporalThing
TemporallyExtendedThing,"the union of { times, situations }",IntangibleIndividual,TemporalThing
TemporaryJobPosition,temporary job,JobPosition
TemporaryLoan,temporary loan,ShortTermLoan
TemporaryWorker,temporary worker,Employee
TemproMandibularJointSyndrome,tempro mandibular joint syndrome,AilmentCondition
TenDollarBill_US,ten-dollar bill,Bill_US
TenderObject,legal tender,umbel#FinanceEconomy,HumanAccessibleIBO,PhysicalDevice,Valuable_PersonalPossession
TenderOffer,tender offer,RequestForBid
Tendinitis,"",umbel#Diseases
Tendon,tendon,AnimalBodyPart,ConnectiveTissue
Tenericutes_Division,Tenericutes,Bacterium
Tennantite,tennantite,Tetrahedrite
TennesseePurpleConeflower,Tennessee purple coneflower,FloweringPlant
TennesseeValleyAuthority,Tennessee Valley Authority,umbel#Organizations
TennisApparel,Tennis apparel,ExerciseClothing
TennisBall,tennis ball,Ball,SportsEquipment
TennisCourt,tennis court,SportsCourt
TennisMatch,tennis match,CourtAndNetGame
TennisPlayer,tennis player,Athlete,PersonWithOccupation
TennisRacket,tennis racket,Racket_SportsEquipment
TennisSet,tennis set,CourtAndNetGame
TennisShoe,tennis shoe,CourtShoe
TennisShorts,tennis shorts,ExerciseClothing,PantsWithoutBeltLoops,ShortPants
TennisTournament,tennis tournament,SportsFormalCompetition,Tournament
Tennis_accessory,tennis accessory,umbel#Products,Artifact_NonAgentive,PhysicalDevice
TenofovirDisoproxilFumarate,tenofovir disoproxil fumarate,DrugSubstance
Tenor_Singer,tenor,MaleHuman,Singer
TenseLogic,tense logic,umbel#TopicsCategories
TensileStrength,tensile strength,DispositionalQuantity,MultiDimensionalQuantity,NonAspectualQuantity,TangiblePhysicalQuantity
Tension,tension,ForceVector
TensorFasciaeLatae,tensor fasciae latae muscle,SkeletalMuscle
Tent,tent,HumanShelterConstruction,SportingGoodsMarketCategory
Tentacle,tentacle,Appendage_AnimalBodyPart,HolderGripper
TenthRib,tenth rib,FalseRib
TentoriumCerebelli,tentorium cerebelli,Meninges
Tenure,tenure,umbel#Events,Situation
Tephroite,tephroite,Mineral
Tequila,tequila,Liquor_Drink
Terbium,terbium,UnalloyedMetal
TerbutalineSulfate,terbutaline sulfate,Bronchodilator
TeresMajor,teres major muscle,SkeletalMuscle
TeresMinor,teres minor muscle,SkeletalMuscle
Terfenadine,terfenadine,Antihistamine
TermLoanAgreement,term loan,Loan_WrittenLegalAgreement,ShortTermLoan
TerminalBronchiole,terminal bronchiole,Bronchiole
TerminalEmulatorProgram,terminal emulator program,ApplicationProgram
TerminalPhysiologicalCondition,terminal condition,LifeThreateningCondition
Terminal_TransferPoint,terminal,FixedStructure,PortFacility
Termite,termite,Insect
TermiteReport,wood infestation report,OfficialDocument
Tern,tern,Bird
TernstroemiaSubsessilis,Ternstroemia subsessilis,Plant
Terra_Planetary,terra,LandMass,NaturalThing
Terrace_Topographical,terrace,Bench_Topographical,OutdoorLocation
Terrace_Topographical_Undersea,undersea terrace ,UnderwaterTopographicalFeature
Terraforming,terraforming,PhysicalCreationEvent,PhysicalTransformationEvent,PurposefulAction
TerrainConcept,terrain concept,umbel#TopicsCategories,Thing
TerrainHighGround,high ground,umbel#Earthscape,NaturalElevation
TerrestrialDirection,terrestrial direction,Direction
TerrestrialOrganism,terrestrial organism,Organism_Whole
TerrestrialPlanet,terrestrial planet,Planet,RockyPlanetaryBody
Terrier_Airedale,Airedale terrier,Terrier_FunctionalGroup
Terrier_AmericanStaffordshire,pit bull,Terrier_FunctionalGroup
Terrier_Australian,Australian terrier,Terrier_FunctionalGroup
Terrier_Bedlington,Bedlington terrier,Terrier_FunctionalGroup
Terrier_Border,Border terrier,Terrier_FunctionalGroup
Terrier_Boston,Boston bull,Dog
Terrier_Bull,Bull terrier,Terrier_FunctionalGroup
Terrier_FoxSmooth,Smooth Fox terrier,Terrier_FunctionalGroup
Terrier_FunctionalGroup,terrier,Dog
Terrier_Irish,Irish terrier,Terrier_FunctionalGroup
Terrier_KerryBlue,Kerry Blue terrier,Terrier_FunctionalGroup
Terrier_Lakeland,Lakeland terrier,Terrier_FunctionalGroup
Terrier_Norfolk,Norfolk terrier,Terrier_FunctionalGroup
Terrier_Norwich,Norwich terrier,Terrier_FunctionalGroup
Terrier_ParsonJackRussell,Jack Russell terrier,Terrier_FunctionalGroup
Terrier_Scottish,Scottish terrier,Terrier_FunctionalGroup
Terrier_Sealyham,Sealyham terrier,Terrier_FunctionalGroup
Terrier_Silky,Sydney Silky terrier,Terrier_FunctionalGroup
Terrier_Skye,Skye terrier,Terrier_FunctionalGroup
Terrier_StaffordshireBull,Staffordshire Bull terrier,Terrier_FunctionalGroup
Terrier_WestHighlandWhite,West Highland White terrier,Terrier_FunctionalGroup
Terrier_Yorkshire,Yorkshire terrier,Terrier_FunctionalGroup,ToyDog
TerritorialWaters,territorial waters,umbel#Geopolitical,NonNaturalThing
Territorialization,territorialization,Organization_AnimalActivity
Territory,territory,ControlledLand
Terrorism_Topic,terrorism-topic,Social_Topic
Terrorist,terrorist,Criminal,TerroristAgent
TerroristAct,terrorist act,HostileSocialAction,HumanActivity,NonNaturalThing
TerroristAgent,terrorist agent,umbel#PersonTypes,CovertAgent,SocialBeing
TerroristAttack,terrorist attack,AttackOnTangible,TerroristAct
TerroristCell,terrorist cell,Cell_Organization,TerroristGroup
TerroristGroup,terrorist organization,IndependentCountryOrTerroristGroup,International_agent,ParamilitaryOrganization,PoliticalOrganization,TerroristAgent
TerroristGroup_Islamist,Islamic terrorist group,TerroristGroup
TerroristGroup_Sikh,Sikh terrorist group,TerroristGroup
TerroristPlot,terrorist plot,MakingAPlan,TerroristAct
TerroristSuicideBombing,terrorist suicide bombing,Bombing,SuicideAttack,TerroristAttack
TerroristSupportOrganization,terrorist support organization,CovertAgent,Organization
TerroristTrainingCamp_Organization,terrorist training camp,EducationalOrganization
TerryCloth,terry cloth,Cloth
Tertiary_GeologicalPeriod,Tertiary Period,umbel#Time
TeslaCoil,Tesla coil,ElectricalDevice
TestDrive,test drive,ActionOnObject,Evaluating,HumanActivity,NonNaturalThing
TestPilot,test pilot,AircraftCrewMember
TestStrip,test strip,umbel#Products,Device_OneTimeUse,SinglePurposeDevice
TestTube,test tube,umbel#Products
Tester_Professional,product tester,Professional_Adult
Testicle,testicle,AnimalBodyPart_Male,Gonad
TesticularArtery,internal spermatic artery,GonadalArtery
TesticularCancer,testicular cancer,Cancer,TumorCondition
TesticularVein,testicular vein,GonadalVein
Testifying,testimony,Informing
Testimonial,testimonial,CommunicationAct_Single
Testosterone,testosterone,Androgen,ReproductiveHormone
Tetanus,lockjaw,BacterialInfection,LifeThreateningCondition
Tetanus_Bacterium,Tetanus,BacterialBioAgent,Clostridium_Genus
Tethys_TheTitaness,Tethys,umbel#Society
TetraHydroCannabinol,tetrahydrocannabinol,OrganicMaterial,PsychoactiveAgent
TetraborateIon,tetraborate ion,PolyatomicAnion
Tetracene,tetracene,HighExplosive
TetracyclineAntibiotic,tetracycline antibiotic,Antibiotic
Tetrafluoroethylene,perfluoroethylene,umbel#Chemistry,PartiallyTangible
Tetrahedrite,tetrahedrite,Mineral
Tetraploid,"",umbel#TopicsCategories
TetraploidOrganism,tetraploid organism,PolyploidOrganism
Tetrodotoxin,anhydrotetrodotoxin 4-epitetrodotoxin,umbel#Chemistry,BiologicalToxin
Tetryl,nitramine,umbel#NaturalSubstances,HighExplosive
Tevet_JewishMonth,Tevet,JewishMonth
TexMexCuisine,TexMex cuisine,umbel#FoodDrink,CulturalThing,EdibleStuff
Texan,Texan,PersonWithNationality
TexasBlindSalamander,Texas blind Salamander,Salamander
TexasInterconnectedSystem_ElectricPowerGrid,Texas Interconnected System,umbel#Facilities
TexasLonghornCattle,Texas longhorn,Cattle_Domestic
TexasWildRice,Texas wild-rice,FloweringPlant
TextCommunication,text communication,Communicating
TextEditorProgram,text editor,FileReadingProgram,FileWritingProgram,LocalProgram,UserProgram
TextMarking,text marking,umbel#WrittenInfo,VisualMark
TextMessagingViaCellPhone,text messaging,IntelligentAgentActivity,TextCommunication
TextMining,text mining,LookingForAThingOrTypeOfThing
TextString,text,CharacterString,LinguisticObject
TextStringOccurrence,text string occurrence,GraphicalCIS
Textbook,textbook,Book_CW,TextualPCW
TextileArtifact,textile,umbel#Products,Artifact_HumanCreated,Artifact_NonAgentive,CombustibleMaterial,DeviceWithNoMovingParts,Fibrous,HumanScaleObject
TextualMaterial,document,umbel#WrittenInfo,Artifact_NonAgentive,InformationBearingThing
TextualPCW,textual PCW,umbel#WrittenInfo,PropositionalConceptualWork
TextualPCWStructure,textual PCW structure,CWStructure,GraphicalStructure
Texture,texture,umbel#Attributes,FacetInstanceCollection
ThaiCuisine,Thai food,SouthEastAsianCuisine
ThaiLanguageFamily,Thai language,Sino_TibetanLanguageFamily
ThaiPerson,Siamese,PersonWithNationality
Thalamus,thalamus,AnimalBodyPart
Thalassemia,thalassemia,Anemia
Thallium,thallium,UnalloyedMetal
ThalliumIIon,thallium(I) ion,MonoatomicIon,VariableChargeCation
Thallium_201,Iridium-192,umbel#NaturalSubstances,PartiallyTangible,Solid_StateOfMatter
ThanksgivingHoliday_US,Thanksgiving Day,LegalHoliday_UnitedStates,SecularHoliday
Thatch_BuildingMaterial,thatch,BuildingMaterial,VegetableMatter
ThatchedRoof,thatched roof,LayeredObject,RoofOfAConstruction
TheAlamo,the Alamo,umbel#Facilities
TheBigBang,the Big Bang,umbel#Events
TheCalendar_Time_Topic,the calendar time topic,Time_Topic
TheEarthsAtmosphere,the atmosphere,umbel#NaturalSubstances
TheIndustrialAge,The Industrial Age,umbel#Time
TheLake,the Lake,umbel#Earthscape
TheMiddleAges,The Middle Ages,umbel#Time
TheModernAge,The Modern Age,umbel#Time
TheOneRing,The Ruling Ring,umbel#Products
ThePhysicalUniverse,the physical universe,umbel#TopicsCategories
ThePresidentsOfTheUnitedStatesOfAmerica_MusicGroup,the Presidents Of The United States Of America,umbel#PersonTypes
TheRenaissance,the Renaissance,umbel#Time
TheTenCommandments,The Ten Commandments,umbel#WrittenInfo
TheTwentiethCenturyCE,the Twentieth Century A.D.,umbel#Time
TheTwentyFirstCenturyCE,the Twenty-First Century A.D.,umbel#Time
The_union_of__types_of_thing_predicates_,"the union of { types of thing, predicates }",MathematicalThing
TheaterCompany,theater company,EntertainmentOrRecreationOrganization,EntertainmentPerformer
Theater_Organization,theater company,EntertainmentOrRecreationOrganization,ServiceEstablishment
Theater_PhysicalStructure,theater,FixedStructure,HumanHighOccupancyConstruct
Theatergoer,theatergoer,HomoSapiens,Person
TheatreDistrict,theatre district,UrbanArea
TheftInsurance,theft insurance,InsurancePlan
Theist,theist,HomoSapiens,Person
TheisticReligion,theistic religion,Religion
ThemingSomething,"",umbel#Activities
Themis_TheTitaness,Themis,umbel#Society
TheocraticRepublic,theocratic republic,umbel#Geopolitical,GeopoliticalEntity,GovernmentRelatedEntity
Theologian,theologian,Philosopher
Theology,theology,umbel#TopicsCategories
Theorem_Proposition,theorem-proposition,Proposition
TheoreticalBiology,theoretical biology,umbel#TopicsCategories
Theorizing,theorizing,Explanation_Thinking
TherapeuticRadiologist,therapeutic radiologist,Radiologist
Therapod,therapod,Biped,Dinosaur
TheravadaBuddhism,Theravada Buddhism,umbel#Society
ThermalConductivity,thermal conductivity,DispositionalQuantity,NonAspectualQuantity,TangiblePhysicalQuantity
ThermalConductivity_Material_Topic,thermal conductivity material topic,Material_Topic
ThermalEnergy,thermal energy,EnergyStuff
ThermalLuminescentDetector,thermal luminescent detector,umbel#Products,PhysicalDevice,Sensor
ThermalPowerGenerationComplex,thermal power plant,PowerGenerationComplex
ThermalProtectiveAttire,thermal protective attire,ProtectiveAttire
ThermoduricBacterium,thermoduric bacterium,Bacterium
Thermometer,thermometer,TemperatureMeasuringDevice
Thermopause_PlanetEarth,Thermopause Planet Earth,umbel#Earthscape
ThermophilicBacterium,thermophilic bacterium,Bacterium
Thermoplastic,thermoplastic,Plastic,PolymerMolecule
Thermos,thermos bottle,FoodVessel,StorageConstruct
Thermosphere_PlanetEarth,Thermosphere Planet Earth,umbel#Earthscape
Thermostat,thermostat,ControlDevice,MeasuringDevice
Thesaurus,thesaurus,ReferenceWork
ThesaurusInformation,thesaurus information,ClassificationSystem
ThesaurusProgram,thesaurus program,ReferenceComputerProgram,Thesaurus
Thesis,thesis,ProseLiteraryWork_CW
Thia_TheTitaness,Thia,umbel#Society
ThickenedCyclohexylMethylphosphonofluoridate,thickened cylohexyl methylphosphonofluoridate,umbel#Chemistry,PartiallyTangible
Thief,thief,Criminal
Thiethylperazine,thiethylperazine,AntiEmetic
Thigh,thigh,AnimalBodyPart,ExternalAnatomicalPart
Thimble,thimble,HandTool
Thing,thing,umbel#AbstractLevel
ThingConformingToKosherDietaryLaws,kosher thing,umbel#FoodDrink
Thinking,thinking,umbel#AbstractLevel
Thinking_MyersBriggs,thinking myers briggs,umbel#Attributes,Thing
Thinking_NonPurposeful,thinking non purposeful,Thinking
ThiocyanateIon,thiocyanate ion,PolyatomicAnion
Thiodiglycol,thiodiglycol,umbel#Chemistry,PartiallyTangible
ThionylChloride,thionyl chloride,umbel#Chemistry,InorganicMaterial
ThiosulfateIon,thiosulfate ion,PolyatomicAnion
ThirdCuneiform,"",umbel#Animals
ThirdMate,third mate,CrewMemberOnShip,UpperMiddleClass
ThirdMetaCarpal,third metacarpal,MetaCarpal
ThirdOccipitalNerve,third occipital nerve,SensoryNerve
ThirdOrderAdministrativeDivision,third order administrative division,GeopoliticalEntity
ThirdVentricle,third ventricle,VentricleOfBrain
ThirtyYearLoan,thirty year loan,FixedTimeLoan
ThirtyYearMortgageAgreement,thirty year mortgage,MortgageAgreement,ThirtyYearLoan
Thomas_BookOfBible,the Gospel of Thomas,umbel#WrittenInfo
Thomsonite,thomsonite,Zeolite
ThongBikini,thong bikini,Bikini,ThongSwimsuit
ThongSwimsuit,thong bathing suit,SwimSuit
ThongUnderwear,thong underwear,Briefs,ThongWear
ThongWear,thong,ClothingItem
Thong_TheShoe,thong,CasualShoe
ThongaLanguage,Tsonga,umbel#Notations
ThoracicAorta,descending thoracic aorta,SystemicArtery
ThoracicNerve,thoracic spinal nerve,SpinalNerve
ThoracicSurgeon,thoracic surgeon,Surgeon
ThoracicVertebra,dorsal vertebra,Vertebra
ThoracicVertebrae,thoracic spine,BoneStructure
ThoracoDorsalNerve,thoracodorsal nerve,MotorNerve
Thorianite,thorianite,Mineral
Thorite,thorite,Mineral
Thorium,thorium,RadioactiveStuff,UnalloyedMetal
Thorium_232,Thorium-232,Isotope,Thorium
Thorn,thorn,ExternalAnatomicalPart,PlantPart
Thorogummite,thorogummite,Mineral
ThoroughbredHorse,thoroughbred,Racehorse,SlightPhysicalBuild
ThoughtExperimenting,thought experiment,Experimenting
Thraco_IllyrianLanguageFamily,Thraco-Illyrian language,Indo_EuropeanLanguageFamily
Thraco_PhrygianLanguageFamily,Thraco-Phrygian language,Indo_EuropeanLanguageFamily
Thrashing,thrashing,umbel#Activities,Event
Thread,thread,Cord_Textile
Threatening,menacing,umbel#Activities
ThreeDimensionalCoordinateSystem,three-dimensional coordinate system,CoordinateSystem
ThreeDimensionalGeometricThing,three dimensional shape,ThreeDimensionalThing
ThreeDimensionalThing,three dimensional thing,PolyDimensionalThing
Threonine,threonine,AminoAcid
ThrillerMovie,thriller movie,Movie_CW,PropositionalConceptualWork_ThrillerGenre
Throat,throat,AnimalBodyPart
ThroatCultureTest,throat culture test,MedicalTesting
Throne,throne,Chair_PieceOfFurniture,SymbolicObject
ThrowBlanket,throw,Blanket
ThrowingAnObject,throwing,ProjectilePropelling
Thrush_Bird,thrush,Bird
Thucydides,Thucydides,umbel#PersonTypes
Thulium,thulium,UnalloyedMetal
Thumb,thumb,Finger
ThumbnailImage,thumbnail,ComputerImageFile
Thunder,thunder,AudibleSound
ThunderstormAsObject,thunderstorm,RainStormAsObject
Thursday,"",umbel#Time
ThymineDeoxyribonucleotide,thymine deoxyribonucleotide,Deoxyribonucleotide
Thymine_Base,thymine,NitrogenBase
Thymine_GIS,chemical structure of thymine,umbel#StructuredInfo
Thymus,thymus,Gland
ThyrocervicalTrunk,thyrocervical trunk,SystemicArtery
Thyroid,thyroid,Gland
Thyrotropin,thyroid-stimulating hormone,umbel#Chemistry,Hormone
Thyroxine,thyroxin,Amine,Hormone
TibetanLanguage,Tibetan,umbel#Notations
TibetanWriting,Tibetan script,umbel#Notations
Tibeto_BurmanLanguageFamily,Tibeto-Burman language,Sino_TibetanLanguageFamily
Tibia,shinbone,LegBone,LongBone
TibialNerve,tibial nerve,Nerve
TiburonJewelflower,Tiburon jewelflower,FloweringPlant
TiburonMariposaLily,Tiburon mariposa lily,FloweringPlant
TiburonPaintbrush,Tiburon paintbrush,FloweringPlant
TicarcillinDiSodium,ticarcillin disodium,Antibiotic
Tick,tick,Arachnid,BloodFeedingArthropod,ParasiticOrganism
TickBite_Wound,wound caused by a tick biting,InsectBite
Ticket,ticket,Paper_IBO,TenderObject
TicketOffice,ticket office,FrontOffice,SingleSiteLocalOrganizationWithClients
TicketSeller,ticket seller,Cashier
Tickling,tickling,TouchingEvent
TidalCreek,tidal creek,Stream
TidalDatum,tidal data,VerticalDatum
TidewaterGoby,tidewater Goby,Fish
TieGame,tie,Competition
TieRack,tie rack,Rack_Holder
TieTack,tie tack,Connector,Jewelry
Tie_Clothing,tie,ClothingAccessory
Tigan,Tigan,AntiEmetic
Tiger,tiger,FelidaeFamily
TigerLily,tiger lily,LilyOrder
Tiger_Bengal,Bengal tiger,Tiger
Tiger_Siberian,Siberian tiger,Tiger
Tiger_Sumatran,Sumatran tiger,Tiger
Tights,tights,WomensHosiery
TigreLanguage,Tigre,umbel#Notations
TigrinyaLanguage,Tigrinya,umbel#Notations
Tilade_ChemicalCpd,Tilade,AntiInflammatory
Tile,tile,umbel#Products,Covering_Object
TillamookLanguage,Tillamook,umbel#Notations
Tiller,tiller,BoatOrShipPart
TillingSoil,tilling,HumanActivity,MaterialHandling,NonNaturalThing,OutdoorActivity
TiltSteeringColumn,tilt steering column,MechanicalAutoPart
TimeBomb,time bomb,Bomb,ConventionalWeapon,MailableObject
TimeBomb_Computer,time bomb computer program,LogicBomb
TimeInterval,time period,umbel#Time,TemporallyExtendedThing
TimeOfDay,time of day,Container_Underspecified,ContinuousTimeInterval
TimeOfDay_MidnightHour,midnight,CalendarHour
TimeOfDay_NoonHour,noon,CalendarHour
TimePoint,time point,ContinuousTimeInterval
TimePoints_Time_Topic,time points time topic,Time_Topic
TimeZone,time zone,GeographicalRegion,NonNaturalThing
TimeZoneBorder,time zone border,HumanRegionalBorder
TimeZone_IntegralOffset,time zone with an integer offset from GMT/UTC,TimeZone
Time_Quantity,duration,NonAspectualQuantity,PhysicalQuantity
Time_Topic,time-topic,umbel#TopicsCategories,Thing
Timecard,timecard,Card,Form_StandardizedIBO,NonPublishedText,PersonnelDocumentation
TimedDetonatingDevice,timed detonating device,ExplosiveDevice
Timeline,timeline,Graph_CW
Timer,timer,Clock
TimesRoman,times roman,umbel#Notations,CharacterSet
Timetable_information,timetable information,Schedule
TimingLight,timing light,ElectricalDevice
Timolol,timolol,umbel#NaturalSubstances,BetaBlocker
TimothyII_BookOfBible,II Timothy,umbel#WrittenInfo
TimothyI_BookOfBible,I Timothy,umbel#WrittenInfo
Tin,tin,umbel#Products,NaturalTangibleStuff,UnalloyedMetal
TinIIChloride,tin(II) chloride,Crystalline,InorganicMaterial,IonicCompound,StrongElectrolyte
Tincalconite,tincalconite,Mineral
Tincture_Pharmaceutical,tincture,umbel#Drugs,Solution
TinianMonarch,Tinian Monarch,Bird
Tinnitus,tinnitus,AilmentCondition
TintedCarWindow,tinted window,AutomobileWindow
Tiotidine,tiotidine,HistamineH2ReceptorAntagonist
TipSide,tip,Side
Tipline_Pipeline,Tipline,umbel#Facilities
