Interfluve,interfluve,NaturalElevation,NaturalThing
IntergalacticSpace,Intergalactic Space,umbel#Extraterrestrial
IntergovernmentalCouncilOfCopperExportingCountries,Intergovernmental Council Of Copper Exporting Countries,umbel#Organizations
InteriorMinistry,interior ministry,umbel#Organizations,Thing
Interjection_SpeechPart,interjection,ClosedClassWord
Interlingua,Interlingua,umbel#Notations
Intermarrying,intermarrying,WeddingEvent_Generic
Intermediary,intermediary,Agent_Generic
IntermittentWetlandRegion,intermittent wetland region,PeriodicallyFloodedRegion,WetlandRegion
InternalBusinessNetwork,internal corporate network,ComputerNetwork
InternalCarotidArtery,internal carotid artery,SystemicArtery
InternalCerebralVein,internal cerebral vein,SystemicVein
InternalCombustionEngine,internal combustion engine,Engine,FuelPoweredDevice
InternalCombustionPoweredDevice,internal combustion powered device,FuelPoweredDevice
InternalComputerModem,internal modem,Modem
InternalIliacArtery,hypogastric artery,SystemicArtery
InternalIliacVein,hypogastric vein,SystemicVein
InternalJugularVein,internal jugular vein,SystemicVein
InternalNose,internal nose,AnimalBodyPart
InternalOblique,internal oblique muscle,SkeletalMuscle
InternalOrgan,internal organ,Organ
InternalRevenueService,Internal Revenue Service,umbel#Organizations
InternalSensoryQuantity,internal sensory attribute,SensoryQuantity
InternalUseInformation,internal use information,AspatialInformationStore
Internal_medicine,internal medicine,umbel#TopicsCategories
Internal_sports_medicine,internal sports medicine,umbel#TopicsCategories
InternationalAffairs,International Affairs,umbel#TopicsCategories
InternationalAgreement,international agreement,umbel#WrittenInfo,Agreement
InternationalAlliance,international alliance,Alliance_Organization,InternationalOrganizationOfCountries
InternationalAtomicEnergyAgency,the International Atomic Energy Agency,umbel#Organizations
InternationalAuxiliaryLanguage,international auxiliary language,ConstructedHumanLanguage
InternationalConflict,international conflict,umbel#Activities,ConflictEvent
InternationalEconomics,international economics,umbel#FinanceEconomy
InternationalEnergyAgency,the International Energy Agency,umbel#Organizations
InternationalGreetingCard,international greeting card,GreetingCard
InternationalHydrographicOrganization,International Hydrographic Organization,umbel#Organizations
InternationalIntelligenceAgency,international intelligence agency,IntelligenceAgency
InternationalLawEnforcementAgency,international law enforcement agency,AdministrativeUnit,PoliceOrganization
InternationalMagazineSeries,international magazine,MagazineSeries
InternationalMaritimeOrganization,the International Maritime Organization,umbel#Organizations
InternationalMonetaryFund,the International Monetary Fund,umbel#Organizations
InternationalOlympicCommittee,the International Olympic Committee,umbel#Organizations
InternationalOrganization,world organization,EnduringThing_Localized,LegalAgent,Organization
InternationalOrganizationOfCountries,organization of countries,InternationalOrganization,OrganizationOfOrganizations
InternationalPostalCode,international postal code,PostalCode
InternationalSpaceStation,the International Space Station,umbel#Organizations
InternationalSportsCompetition,international competition,SportsCompetition
InternationalTelecommunicationUnion,International Telecommunication Union,umbel#Organizations
InternationalTerritorialDispute,international territorial dispute,DisputeEvent,InternationalConflict
InternationalTerroristGroup,international terrorist group,InternationalOrganization,TerroristGroup
InternationalUnitOfMeasure,metric system,UnitOfMeasure
InternationalWaters,international waters,umbel#Geopolitical,NonNaturalThing
InternationalWhalingCommission,International Whaling Commission,umbel#Organizations
International_agent,international agent,Thing
Internationalize_ExercisingAuthoritativeControlOverSomething,"",umbel#Activities
Internet,the Internet,umbel#Products
InternetActivity,internet activity,ComputerActivity
InternetBroadcasting,internet broadcast,InternetCommunication,MassCommunicating
InternetCafe_Organization,internet cafe,Cafe_Organization
InternetCommunication,internet communication,InternetActivity
InternetControlMessageProtocol,Internet Control Message Protocol,umbel#WrittenInfo
InternetGroupManagementProtocol,IGMP,umbel#WrittenInfo
InternetMailAccessServerProgram,internet mail access server,EMailProgram,ServerProgram
InternetMessageAccessProtocol,IMAP,umbel#WrittenInfo
InternetNewsgroup,newsgroup,umbel#Organizations,ConceptualWorkSeries
InternetNewsgroupMessage,newsgroup message,Letter_CW
InternetPacketExchange,IPX,umbel#Notations
InternetProgram,internet program,InteractiveComputerProgram,NetworkProgram
InternetProtocol,Internet Protocol,umbel#Notations
InternetProtocol_v6,Internet Protocolv 6,umbel#Notations
InternetSearching,search,ElectronicDataSearching,IntelligentAgentActivity
InternetService,internet service,umbel#Products
InternetServiceProvider,internet service provider,CommunicationsOrganization,PrivateSectorOrganization,TechnologyOrganization
InternetServicesDaemon,internet service daemon,umbel#WrittenInfo,ServerProgram,ServiceProgram
InternetSoftwareMarketCategory,Internet software,ComputerSoftwareMarketCategory
InternetStandard,Internet standard,umbel#Notations,ProductStandard
Internic,Internic,umbel#Organizations
Internist,internist,Doctor_Medical
Internship,internship,TemporaryJobPosition
Interplay,interplay,Event
Interpreter_Computers,interpreter,ProgrammingLanguageImplementation
Interpreter_Occupation,interpreter,MultilingualAgent,SkilledWorker
Interracial_sex,interracial sex,HumanSexualBehavior
Interrogation,interrogation,Communicating
InterrogativeMood,interrogative mood,umbel#WrittenInfo,InformationBearingObject
Intersection_Street,crossroad,RoadwayJunction
InterstateHighway,interstate,FourLanesOrWiderRoadway,Highway
InterstellarSpace,Interstellar Space,umbel#Extraterrestrial
Interval_BoundedAbove,interval that is bounded at the top,umbel#Notations,ScalarInterval
Interval_UnboundedBelow,interval that is unbounded at the bottom,umbel#Notations,ScalarInterval
InterventricularSeptum,ventricular septum,Septum_Heart
Interviewing,interview,Conversation,InformationGathering
Intestacy,intestacy,Situation
Intimacy,intimacy,InterAgentQuantity
Intimidation_CommunicationAct,intimidation,CommunicationAct_Single
Intolerance,intolerance,umbel#Attributes,ConsciousActivity
Intoxicated,intoxicated animal,umbel#Attributes,IntelligentAgent
Intoxication,"",umbel#Activities
IntraOrganizationCommunication,intra organization communication,Communicating
Intranet,intranet,LocalAreaNetwork
IntrauterineDevice,intrauterine device,ContraceptiveDevice,DeviceWithNoMovingParts
IntravenousDripBag,intravenous drip bag,Bag,MedicalInjectionTool,Transparent
IntravenousDrug,intravenous medication,DrugSubstance,LiquidTangibleArtifact
IntravenousEquipment,iv,MechanicalDevice,MedicalInjectionTool
IntravenousEquipmentSet,IV set,MedicalDevice
IntravenousFeeding,intravenous feeding,umbel#Activities,IntelligentAgentActivity
Intrigue,"",umbel#TopicsCategories
IntrinsicStateChangeEvent,event that inherently involves a change of state,umbel#Events
IntroducingSomething,introduction,Communicating
Introduction_CW,introduction CW,umbel#WrittenInfo,ConceptualWork
Intron_GIS,intron sequence,NucleicAcidSequence_GIS
Intron_MolecularLariat,intron lariat,RNAMolecule
Intron_MolecularSegment,intron,PolynucleotideStrandSegment
Introvert_MyersBriggs,introvert myers briggs,umbel#PersonTypes,Thing
Intuitive_MyersBriggs,intuitive myers briggs,umbel#Attributes,Thing
InuitLanguageFamily,Inuit,EskimoLanguageFamily
InuktitutLanguage,Inuktitut,umbel#Notations
Invader,invader,HomoSapiens,Person
InvalidatedAgreement,invalidated agreement,umbel#WrittenInfo,Agreement
InvalidatingSomething,"",umbel#Activities
InventingSomething,inventing,umbel#Activities,Thinking
Inventor,discoverer,Creator_Person
InventoryBuyingAgent,inventory buying agent,BusinessPerson,MiddleClass
InventoryBuyingManager,inventory buying manager,BusinessPerson,Manager
InventoryDocument,inventory,SomethingExisting,TextualMaterial
Invertebrate,invertebrate,Poikilotherm,WildAnimal
Inverter,inverter,SimpleLogicCell
InverterLoop,inverter loop,ClockedLogicCell
Investigation,check,InformationGathering,WorkingEvent
Investing,investing,Buying,MoneyTransaction
InvestmentBank,investment bank,BankOrganization,InvestmentFirm
InvestmentBanking,investment banking,umbel#Organizations,BankingIndustry
InvestmentDepartment,investment department,FinanceDepartment
InvestmentFirm,investment firm,FinancialCompany
InvestmentGoods,investment goods,umbel#FinanceEconomy,Individual
InvestmentGuide,investment guide,Instructions
InvestmentOrganization,investment group,FinancialOrganization
InvestmentPortfolio,"",umbel#FinanceEconomy
InvestmentPortfolio_CW,investment portfolio,umbel#FinanceEconomy,Document_CW,NonfictionalPCW,TextualPCW,WebPage_CW
InvestmentVehicle,investment vehicle,umbel#FinanceEconomy,SomethingExisting
Investment_opportunity,investment opportunity,umbel#FinanceEconomy,Opportunity
Investor,investor,umbel#PersonTypes,SocialBeing
Invitation_IBT,invitation,umbel#WrittenInfo,InformationBearingThing
Inviting_CommunicationAct,invitation,CommunicationAct_Single
InvoluntaryBodyMovement,involuntary body movement,BodilyFunctionEvent_Involuntary,BodyMovementEvent
InvolvedInRelationship,person in a relationship,HomoSapiens,Person
InyoCaliforniaTowhee,Inyo California Towhee,Bird
Io_MoonOfJupiter,Io,umbel#Extraterrestrial
IodateIon,iodate ion,PolyatomicAnion
IodicAcid,iodic acid,umbel#NaturalSubstances,ChemicallyAcidicSubstance,InorganicMaterial,WeakElectrolyte
IodideIon,iodide ion,MonoatomicAnion
Iodine,iodine,NonMetal,Solid_StateOfMatter
Iodine_molecule,iodine molecule,Iodine,Molecule
IoditeIon,iodite ion,PolyatomicAnion
IodizingSomething_MedicalTreatmentEvent,iodizing,MedicalTreatmentEvent
Ion,ion,ChemicalObject,StrongElectrolyte
IonicBond,ionic bond,ChemicalBond
IonicBonding,ionic bonding,umbel#Activities,ChemicalBonding
IonicCompound,ionic compound,umbel#NaturalSubstances,InanimateObject
IonicGreekDialect,Ionic,umbel#Notations
IowaPleistoceneSnail,Iowa Pleistocene Snail,Snail
IpratropiumBromide,ipratropium bromide,Bronchodilator
IranianLanguageFamily,Indo-Iranian language,Indo_IranianLanguageFamily
IranianPerson,Iranian,PersonWithNationality
Iridium,iridium,UnalloyedMetal
Iris,iris,IrisOrder
IrisOrder,iris,MonocotSubclass
Iris_EyePart,iris,AnimalBodyPart
IrishFood,Irish cuisine,umbel#FoodDrink,CulturalThing,EdibleStuff
IrishLanguage,Irish,umbel#Notations
IrishPerson,Irish,EuropeanCitizenOrSubject
IrishSetter,red setter,Setter_TheDog,SportingDog_FunctionalGroup
IrishStepDancing_StyleOfDance,Irish step dancing,Dancing_Human
IrishStockExchange,the Irish Stock Exchange,umbel#Organizations
IrishWhiskey,Irish whiskey,Whisky
IrishWolfhound,Irish wolfhound,Hound
Iron,iron,GrayColor,Mineral,NaturalTangibleStuff,UnalloyedMetal
IronAge,The Iron Age,umbel#Time
IronMaiden,iron maiden,umbel#Products
IronNitrate,Fe(NO3)2,Crystalline,IonicCompound,StrongElectrolyte
IronOre,iron ore,MineralOre
IronOxide,iron oxide,InorganicCompound,Oxide
IronPentacarbonyl,iron pentacarbonyl,umbel#Chemistry,PartiallyTangible
IronSulfate,ferrous sulfate,Crystalline,InorganicCompound,IonicCompound,StrongElectrolyte,ToxicSubstance
Iron_GolfClub,iron,GolfClub
Iron_Nickel,iron-nickel,umbel#Products,Mineral
Ironed,ironed cloth,Cloth,Smooth
IroningBoard,ironing board,HouseholdFurnishingsMC,MechanicalDevice
IroningWorkStation,ironing work station,WorkStation
Irony,irony,FeelingAttribute
IroquoianLanguageFamily,Iroquoian language,Hokan_SiouanLanguageFamily
Iroquois_EthnicGroupOfNewWorldNatives,iroquoi,umbel#Organizations,EthnicGroupOfNewWorldNatives
IrrationalNumber,irrational number,RealNumber
IrregularBone,irregular bone,Bone_BodyPart
IrregularMilitaryForce,irregular military force,MilitaryOrganization
IrrigatedLand,irrigated land,ArableLand,Field_Land,NonNaturalThing
Irrigation,irrigation,ChannelFlow,DirectedTranslation
IrrigationCanal,irrigation canal,Canal,Watercourse
IrrigationDam,irrigation dam,Dam
IrrigationDitch,irrigation ditch,Ditch
IrrigationSystem,irrigation system,umbel#Facilities,PathArtifactSystem
IrritableBowelSyndrome,Irritable Bowel Syndrome,AilmentCondition,ChronicCondition
Irritation,"",umbel#Attributes
Isaiah_BookOfBible,Isaiah,umbel#WrittenInfo
Ischium,ischium,FlatBone
Islam,Islam,umbel#Society
IslamicCulture,Islamic culture,umbel#Society
IslamicDevelopmentBank,Islamic Development Bank,umbel#Organizations
IslamicFundamentalism,Islamic fundamentalism,umbel#Society
IslamicHoliday,Islamic holy day,umbel#Time,ReligiousHoliday
IslamicHoliday_Shiite,islamic holiday shiite,IslamicHoliday
IslamicJihadOrganization,Islamic jihad organization,TerroristGroup_Islamist
IslamicMonth,Islamic month,CalendarMonth
Islamic_law,Islamic law,umbel#TopicsCategories
Islamic_studies,Islamic studies,umbel#TopicsCategories
Islamist,Islamist,HomoSapiens,Person
Island,island,IslandRegion,LandBody
IslandGroup_Tonga,island group tonga,PartiallyTangible
IslandNightLizard,Island night Lizard,Lizard
IslandRegion,island or island group,LandTopographicalFeature
IslandSubregion,island area,IslandRegion,NonNaturalThing
Island_LandTied,land-tied island,Island
Islander,islander,HomoSapiens,Person
Isolation,isolation,Event
Isoleucine,isoleucine,AminoAcid
IsomethepteneMucate,isometheptene mucate,AntiHeadacheAgent,Vasoconstrictor
IsopropylAlcohol,isopropyl alcohol,Propanol,StrippingCompound
Isotope,isotope,ElementStuff
Isotretinoin,Accutane,AcneMedication
Isradipine,isradipine,AntihypertensiveDrugSubstance
IsraeliHebrewLanguage,Modern Hebrew,umbel#Notations
IsraeliPerson,Israeli,AsianCitizenOrSubject
IssuingASecurity,issuing a security,Attempt_to_perform_raising_revenue
IssuingBonds,"",umbel#Activities
Isthmus,isthmus,LandTopographicalFeature,NaturalThing,Path_Spatial
IsuzuAmigoCar,Amigo,IsuzuCar
IsuzuCar,Isuzu,Automobile_GasolineEngine,JapaneseCar
IsuzuHombreCar,Hombre,IsuzuCar
IsuzuI_MarkCar,Isuzu I-Mark,IsuzuCar
IsuzuVehiCROSSCar,VehiCROSS,IsuzuCar,SportUtilityVehicle
ItalianCar,Italian car,EuropeanCar
ItalianCuisine,Italian cuisine,umbel#FoodDrink,Artifact,OrganicMaterial
ItalianGreyhound,Italian greyhound,Terrier_FunctionalGroup,ToyDog
ItalianLanguage,it,umbel#Notations
ItalianPerson,Italian,EuropeanCitizenOrSubject
ItalicLanguageFamily,Italic language,Indo_EuropeanLanguageFamily
ItalicizedFormat,italicized format,TypographicalStructure
ItemAvailability,Item Availability,ArtifactType
ItemPage,Item Page,WebPage_CW
ItineraryDocument,itinerary,ScheduleDocument
Ivory,ivory,SolidAnimalMatter
IvoryBilledWoodpecker,ivory-billed Woodpecker,Woodpecker
Ivy,ivy,Vine_Plant
IvyLeague,the Ivy League,umbel#Organizations
Ixodes_Genus,ixodes-genus,IxodidTick
IxodidTick,Ixodid tick,Tick
J1WorkVisa,J1 visa,USWorkVisa
JDBCDatabaseProtocol,jdbc,umbel#Notations
JPEGFile,jpeg file,ComputerImageFile
J_TheLetter,letter J,umbel#Notations
Jack_LiftingDevice,jack,KineticEnergyPoweredDevice,MechanicalDevice
Jack_O_Lantern,jack-o'-lantern,Lantern,OrganicMaterial,Sculpture
Jackal,jackal,CanisGenus,Scavenger
Jacket,jacket,Coat
Jackpot,jackpot,AwardPractice
Jackrabbit,jackrabbit,Rabbit
Jade_Gem,jade stone,SemipreciousStone
Jadeite,jadeite,Mineral
JaguarCar,Jaguar car,EnglishCar,LuxuryCar
JaguarCat,jaguar,FelidaeFamily
JaguarMark10,Jaguar Mark 10,JaguarCar
Jaguarundi,Felis yagouaroundi,FelidaeFamily
JalaliCalendar,Jalali Calendar,umbel#Time
JalapenoPepper,jalapeno pepper,Pepper_Foodstuff
Jam_Foodstuff,jam,Boiled,Condiment
JamaicanCreoleLanguage,Jamaican,umbel#Notations
JamesBondMovie,James Bond movie,ActionMovie
JamesRiverSpinymussel,James River Spinymussel,Invertebrate
Jammer,jammer,Sensor_Device
Janitor,janitor,Employee,FacilitiesPerson,LowerClass,UnskilledWorker
January,January,GregorianMonth
Janus_TheGod,Janus,umbel#Society
JapanStudies,Japanese studies,umbel#TopicsCategories
JapaneseCar,Japanese car,umbel#Products
JapaneseCommunistParty,Japanese Communist Party,umbel#Organizations
JapaneseCompany,Japanese company,CommercialOrganization
JapaneseCuisine,Japanese food,EastAsianCuisine,FoodOrDrink
JapaneseEncephalitisVirus,Japanese encephalitis virus,Flavivirus,ViralBioAgent
JapaneseEncephalitis_Virus,"",umbel#Prokaryotes
JapaneseLanguage,the Japanese language,umbel#Notations
JapanesePerson,Japanese,AsianCitizenOrSubject
JapaneseSamuraiSword,samurai sword,Sword
Jar,jar,NonPoweredDevice,PackagingContainerProduct
Jargon,jargon,umbel#Notations
Jarosite,jarosite,Mineral
Jaundice,jaundice,AilmentCondition
JavaPackage,java package,SourceCodePackage
JavaProgrammingLanguage,The Java Programming Language,umbel#Notations
JavaScriptFile,javascript,umbel#StructuredInfo
JavaScriptProgrammingLanguage,JavaScript,umbel#Notations
JavaVirtualMachine,Java virtual machine,Interpreter_Computers
JavaneseLanguage,Javanese,umbel#Notations
JavaneseWriting,Javanese script,umbel#Notations
Javelin,javelin,Spear
JavelinThrowField,javelin throw field,AthleticField
JavelinThrowSportsEvent,javelin throw sports event,FieldSportsEvent,IndividualSportsCompetition
Javelina,javelina,Eutheria,NonHumanAnimal,NonPersonAnimal,Quadruped
Jaw,jaw,AnimalBodyPart,ExternalAnatomicalPart
Jawbone,jawbone,FacialBone,IrregularBone
Jaywalking,jaywalking,umbel#Activities,Ambulation
JazzDancePerformance,jazz dance performance,DancePerformance
JazzMusic,jazz music,Music
JazzMusicPerformer,jazz music performer,MusicPerformanceAgent
JazzMusicalPerformance,jazz musical performance,MusicalPerformance
Jazz_StyleOfDance,jazz dancing,Dancing_Human
Jealousy,jealousy,Resentment
Jeans,jeans,LongPants,PantsWithBeltLoops
Jeans_used_by_female_teenagers,jeans used by female teenagers,Jeans,Pair_of_pants_used_by_female_teenagers
JediKnight,jedi knight,MovieCharacter
JeepBrandCar,Jeep brand automobile,SportUtilityVehicle
JeepCJ7Car,Jeep CJ7,JeepBrandCar
JeepComancheCar,Jeep Comanche,JeepBrandCar
JeepGrandCherokeeCar,Grand Cherokee,JeepBrandCar
JeepWranglerCar,Jeep Wrangler,JeepBrandCar
Jeep_Military,military jeep,All_TerrainVehicle,LightWheeledVehicle
Jeep_Traditional,jeep,Automobile_GasolineEngine
JehovahsWitnesses,Jehovah's Witnesses,umbel#Organizations
Jejunum,jejunum,AnatomicalVessel
Jelly_Foodstuff,jelly,HomogeneousStructure,Jam_Foodstuff
Jellybean,jelly bean,Candy
Jellyfish,jellyfish,Invertebrate,Radiata,VenomousAnimal
JemezLanguage,Jemez,umbel#Notations
JensenHealeyCar,Jensen Healey,EnglishCar
Jersey_TheShirt,jersey,SportsClothing_IBO,SportsShirt
JetEngine,jet engine,AircraftEngine
JetOfFluid,jet,FluidTangibleThing
JetPropelledAircraft,jet plane,Container_PressureBarrier,JetPropelledTransportationDevice,Monoplane
JetPropelledTransportationDevice,jet propelled vehicle,TransportationDevice
Jetty,jetty,FixedStructure,FlowControlDevice,InfrastructureProduct
Jewelry,jewelry,umbel#Products,Collectible,Decoration,DurableGood,NonPoweredDevice,Valuable_PersonalPossession
JewelryBox,jewelry box,umbel#Products,StorageConstruct
JewelryCleaner,jewelry cleaner,CleaningSubstance
JewelryStore,Jewelry Store,RetailStore
Jewelry_making,jewelry making,umbel#Activities,IntelligentAgentActivity
JewishHoliday,Jewish holiday,umbel#Time,ReligiousHoliday
JewishMonth,Jewish month,CalendarMonth
JewishPerson,Jew,HomoSapiens,Person
JicaqueLanguage,Tol,umbel#Notations
JicaqueLanguageFamily,Jicaque language,Hokan_SiouanLanguageFamily,LivingLanguage
JigsawPuzzle,jigsaw puzzle,GamesAndPuzzlesMarketCategory,Puzzle_TangibleProduct,ToysMarketCategory
JivaroLanguage,Jivaro,umbel#Notations
JoanOfArc,Joan of Arc,umbel#PersonTypes
JobApplicationForm,job application,ApplicationForm
JobAwardsCeremony,job awards ceremony,AwardsCeremony
JobBank,job bank,Job_listing
JobClassifiedAd,employment ad,ClassifiedAd
JobDescription,job description,umbel#WrittenInfo,Agreement
JobDescriptionDocument,job description document,SomethingExisting,TextualMaterial
JobFilled,job filled,JobPosition
JobHunting,job hunt,HumanActivity,LookingForAThingOrTypeOfThing,NonNaturalThing
JobInterview,job interview,Interviewing
JobOpen,job open,JobPosition
JobPosition,job position,umbel#FinanceEconomy,Artifact_Intangible
Job_BookOfBible,Job,umbel#WrittenInfo
Job_listing,job listing,umbel#FinanceEconomy,Group
Joblessness,joblessness,umbel#FinanceEconomy,Situation
Jockey,jockey,Athlete,PersonWithOccupation
Jogger,jogger,HomoSapiens,Person
Jogging,jog,Exercising
JoggingOutfit,jogging outfit,ExerciseOutfit
Johannsenite,johannsenite,Mineral
JohnIII_BookOfBible,III John,umbel#WrittenInfo
JohnII_BookOfBible,II John,umbel#WrittenInfo
JohnI_BookOfBible,I John,umbel#WrittenInfo
JointVentureActivity,joint venture,BusinessRelationshipActivity
Joint_AnimalBodyPart,joint,AnimalBodyPart,Joint_Physical
Joint_Junction,joint,Junction_Connector
Joint_Physical,joint-physical,Connection_Physical
Joint_pain,joint pain,Pain_PhysiologicalCondition
JokeTelling,telling jokes,EntertainmentEvent,Talking
Joke_CW,funny stuff,umbel#WrittenInfo,PropositionalConceptualWork
Jolt,jolting,umbel#Events
Jolt_Physical,jolt,Jolt,PhysicalEvent
JonBoat,jon boat,Boat,Device_UserPowered
Jonah_BookOfBible,the Book of Jonah,umbel#WrittenInfo
JoshuaTree,joshua tree,Tree_ThePlant
JournalArticle,journal article,Article_PCW,PublishedConceptualWork
JournalIssue,issue of a journal,PeriodicalIssue
JournalSeries,journal,PeriodicalSeries,ReferenceWork
Journalism,journalism,umbel#TopicsCategories
Journalist,journalist,Author,MediaProfessional,MiddleClass,Writer
JudaicMoralCode,the Judaic moral code,MoralCodeOfConduct
Judaism,Jewish religion,umbel#Society
Judge,judge,JudicialAgent,LegalProfessional,PublicSectorEmployee
Judges_BookOfBible,the Book of Judges,umbel#WrittenInfo
Judging_MyersBriggs,judging myers briggs,umbel#Attributes,Thing
JudicalBranch,judical branch,GovernmentalOrganization
JudicalBranchOffice,judical branch office,NationalGovernmentalOffice
JudicialAgent,adjudicator,umbel#PersonTypes,LegalAgent
JudicialOrganization,judicial organization,Organization
JudicialSystem,judicial system,LegalGovernmentOrganization
JudoActivity,judo,MartialArtsActivity_Asian
JudoSportsEvent,judo,IndividualSportsCompetition,JudoActivity,MartialArtsSportsEvent
Juggling,juggling,CoordinatedBodyMovement,HumanActivity
Juice,juice,Drink
JuiceConcentrate,juice concentrate,FoodIngredientOnly
Juicer_Device,juice maker,FoodOrDrinkPreparationDevice
Jukebox,jukebox,AudioEquipment,MediaPlayingDevice,VendingMachine
JukunLanguage,Jukun,umbel#Notations
JuliusCaesar_HistoricPerson,Julius Caesar,umbel#PersonTypes
July,July,GregorianMonth
JumadaAlAwwal_IslamicMonth,Jumada al-awwal,IslamicMonth
JumadaAlThani_IslamicMonth,Jumada al-thani,IslamicMonth
JumboLoan,jumbo loan,LoanAgreement
JumboMortgage,jumbo mortgage,JumboLoan
JumpSuit,jumpsuit,BodySuit
JumperCables,jumper cable,GeneralAutoMarketCategory,MultiConductorInsulatedWire
JumperDress,jumper,Dress
Jumping,jumping,LocomotionProcess_Animal
JunctionOfPaths,junction,umbel#AbstractLevel
Junction_Connector,junction,umbel#Products,Connector
June,June,GregorianMonth
JungleGym,junglegym,PlaygroundEquipment
JuniorBourse,junior bourse,EuropeanStockExchange
JuniorCourseLevel,junior course level,UndergraduateCourseLevel
JuniorHighCourseLevel,junior high course level,Course_Academic
JuniorHighLevel,junior high level,SecondarySchoolLevel
Junior_college_graduate,junior college graduate,Graduate
Junior_high_graduate,junior high graduate,Graduate
Juniper,juniper,EvergreenPlant
Junkyard,junkyard,Artifact_Generic,Container_Underspecified,Facility_Generic,NonNaturalThing,OpenArea,Place_NonAgent,Workplace
Junta,junta,GovernmentOfCountry
Jurassic_GeologicalPeriod,Jurassic Period,umbel#Time
Juror,juror,umbel#PersonTypes,LegalAgent
Jury,jury,GovernmentalOrganization,OrganizationOfPeopleOnly
Jury_Petit,petit jury,Jury
JusticeOfThePeace,justice of the peace,GovernmentEmployee,JudicialAgent
JustificationTruth,justification truth,umbel#TopicsCategories,ComputationalObject
JustinianCode,Roman law,umbel#WrittenInfo
JutePlant,jute plant,Plant_NonWoody
Jute_Fiber,jute,PlantProduct
Juvenile,juvenile,HomoSapiens,JuvenileAnimal,Person
JuvenileAnimal,young animal,Virgin
KGB,KGB,umbel#Organizations
K_TheLetter,letter K,umbel#Notations
Kabah,Ka'bah,umbel#Facilities
Kabbadi,kabbadi,ContactSportsEvent,TeamSportsCompetition
Kabbalah,cabala,umbel#Society
KabyleLanguage,Kabyle,umbel#Notations
KachinLanguage,Jingpho,umbel#Notations
KaffaLanguage,Kaficho,umbel#Notations
KaiserRoll,kaiser roll,Bun
KalangaLanguage,Kalanga,umbel#Notations
Kaleidoscope,kaleidoscope,OpticalDevice,Toy
KalenjinLanguage,Kalenjin Language,umbel#Notations
Kaletra,kaletra,DrugSubstance,ManufacturedGoods,ProteaseInhibitor
KamaSutra,the Kama Sutra,umbel#WrittenInfo
Kamakahala,Kamakahala,FloweringPlant
KamakuraPeriod,the Kamakura Period,umbel#Time
KambaLanguage,Kamba Language,umbel#Notations
KamchadalLanguage,Kamchadal,umbel#Notations
KamiaLanguage,Kamia,umbel#Notations
KanabAmberSnail,Kanab Ambersnail,Snail
KanaujiLanguage,Kanauji Language,umbel#Notations
Kangaroo,kangaroo,Biped,Marsupial
Kannada_DravidianLanguageFamily,Kannada,SouthDravidian_DravidianLanguageFamily
KanuriLanguage,Kanuri,umbel#Notations
Kaolinite,kaolinite,Mineral
KaraokeEvent,karaoke,HobbyActivity,SocialOccurrence
KarateActivity,karate,MartialArtsActivity_Asian
KarateSportsEvent,karate match,IndividualSportsCompetition,KarateActivity,MartialArtsSportsEvent
Karateka,karateka,MartialArtist,PersonWithOccupation
KarelianLanguage,Karelian,umbel#Notations
KarenLanguage,Karen,umbel#Notations
Kareteka,"",umbel#PersonTypes
Karma,karma,umbel#Society
KarmannGhiaCar,Karmann Ghia,VolkswagenCar
Karst,karst,Ground,NaturalThing
KashubianLanguage,Kashubian,umbel#Notations
KatlaLanguage,Katla,umbel#Notations
KauSilversword,Ka`u silversword,FloweringPlant
KauaiAkialoa,Kauai `akialoa,Bird
KauaiHauKuahiwi,Kauai hau kuahiwi,FloweringPlant
KauaiOo,Kauai `O`o,Bird
Kauila,Kauila,FloweringPlant
Kaulu,Kaulu,FloweringPlant
KavaPlant,kavakava,HerbPlant,Herb_HumanUse,PepperOrder
Kayak,kayak,Boat,Device_UserControlled,Watercraft_Small
KayakPaddle,kayak paddle,Paddle_Water
Kayaking,kayaking,LocomotionProcess_Animal
KazakhLanguage,Kazakh,umbel#Notations
Keel,keel,BoatOrShipPart
KeepingMoneyInAnAccount,saving money,Banking,KeepingSomething,ServiceEvent
KeepingSomething,keeping,Event,RetainingUserRights
Keeping_ProtectingSomething,keeping,ProtectingSomething
Keepsake,keepsake,Gift
Keeshond,Keeshond,Dog
Keld,keld,BodyOfWater,FlowPath,NaturalThing
KeleLanguage,Kele Language,umbel#Notations
KempsRidleySeaTurtle,Kemp's Ridley sea Turtle,SeaTurtle
Kennel_Organization,kennel,AnimalOrganization,ServiceEstablishment
KentuckyCaveShrimp,Kentucky cave Shrimp,Crustacean
Keratin,keratin,ProteinStuff
Kerchief,kerchief,ClothingAccessory
Kermesite,kermesite,Mineral
KermitFileTransferProtocol,Kermit File Transfer Protocol,umbel#Notations
Kernite,kernite,Mineral
KeroseneFuel,kerosene,CombustibleFuelSubstance,LiquidTangibleThing,PetroleumProduct_Refined
Ketchup,ketchup,Condiment,TomatoBasedSauce
Ketoconazole,ketoconazole,Antifungal
Ketone,ketone,umbel#Chemistry,OrganicCompound
Ketorolac,ketorolac,Analgesic,AntiInflammatory
Kettle,kettle,FluidReservoir,StoveTopCookingPot
KeyDeer,key deer,Deer
