Lonely,
"[:FacilityTypeOfOrganizationTypeFn, :ReligiousOrganization]",
BuildingCluster,
MemorialMarker,
MunitionsDepot,
ShelterConstruction,
AstronomicalObservatory,
BaroqueArchitecturalStyle,
CastleArchitecturalStyle,
Destroyed-ExistentialStatus,
SpanishColonialArchitecturalStyle,
NeoclassicArchitecturalStyle,
WaterMain,
SportsPlayingArea,
Campground,
ZooGrounds,
CommandPost,
ObservationPost,
PublicFacility,
Spillway,
PlacerMine,
GreekArchitecturalStyle,
GothicArchitecturalStyle,
BeauxArtsArchitecturalStyle,
Victorian,
RomanArchitecturalStyle,
ModernMinimalistArchitecturalStyle,
ArtDecoArchitecturalStyle,
Juice,
Clamato,
Eggnog,
Coffee-Beverage,
KoolAid,
InfusionDrink,
HotBeverage,
SoyMilk,
CarbonatedBeverage,
SportsDrink,
CowsMilk-Product,
AlcoholicBeverage,
"[:LiquidFn, :""Water-Ingestible""]",
Lemonade,
Ayahuasca,
Buttermilk,
Smoothie,
FermentedBeverage,
EdibleFish,
"[:EdiblesRichInFn, :Sugar]",
OralDrug,
Nutrient,
Wheat-Foodstuff,
Herb-HumanUse,
CoconutMeat,
Salt-ChemicalSubstance,
MediterraneanCuisine,
NorthAmericanCuisine,
SoulFood,
IndonesianCuisine,
AudioEquipment,
Satellite-Device,
Handset,
SemiconductorDevice,
ConsumerElectronicDevice,
TelephoneSystem,
ElectronicComponent,
WirelessCommunicationDevice,
ComputerHardwareItem,
Robot,
Transceiver,
OptoelectronicDevice,
RoboticArm,
ElectronMicroscope,
Scenario,
ProtectionSituation,
EndingOfTemporalThing,
EconomicEvent,
HistoricallySignificantEvent,
Shortage,
"[:CausingFn, [:ExperiencingEmotionFn, :Boredom]]",
"[:CausingFn, [:ExperiencingEmotionFn, :Happiness]]",
Conversion-WordFormationProcess,
KeepingSomething,
PersonalLoss,
Blitz,
Upheaval,
Confluence,
Climax,
Isolation,
Imposition,
Victory,
Highlight,
"[:CausingFn, :Jumping]",
"[:CausingFn, :FluidFlowEvent]",
"[:SubcollectionOfWithRelationFromTypeFn, :Event, :firstProperSubSituations, :Situation]",
Equilibrium,
Configuration,
Monster,
Dragon,
Magic,
Miracle,
"[:FictionalFn, :Place]",
"[:FictionalFn, :Person]",
MythologicalThing,
FictionalCharacter,
FictionalLanguage,
Barracuda,
Sturgeon,
ReefFish,
TropicalFish,
FreshwaterFish,
SaltwaterFish,
LostRiverSucker,
PygmyMadtom,
PygmySculpin,
Ray-Fish,
SlackwaterDarter,
SlenderChub,
CahabaShiner,
Shark,
DuskytailDarter,
LoachMinnow,
BoulderDarter,
ShortnoseSucker,
NianguaDarter,
LittleColoradoSpinedace,
UiCui,
BoraxLakeChub,
NeoshoMadtom,
BonytailChub,
DesertPupfish,
BluemaskDarter,
DesertDace,
Poolfish,
LeopardDarter,
BlueShiner,
LeonSpringsPupfish,
BlacksideDace,
TidewaterGoby,
DeltaSmelt,
BigBendGambusia,
SciotoMadtom,
RailroadValleySpringfish,
RazorbackSucker,
PahrumpPoolfish,
WarnerSucker,
WatercressDarter,
PalezoneShiner,
Seahorse,
JuneSucker,
ClearCreekGambusia,
Spikedace,
SpotfinChub,
MarylandDarter,
FountainDarter,
SonoraChub,
RoanokeLogperch,
CherokeeDarter,
WaccamawSilverside,
ChihuahuaChub,
OwensPupfish,
OzarkCavefish,
HumpbackChub,
OregonChub,
RioGrandeSilveryMinnow,
Guppy,
Piranha,
AmberDarter,
SmokyMadtom,
AlabamaCavefish,
EtowahDarter,
CapeFearShiner,
OkaloosaDarter,
SnailDarter,
RelictDarter,
BeautifulShiner,
SanMarcosGambusia,
PecosGambusia,
YaquiChub,
BayouDarter,
MohaveTuiChub,
MoapaDace,
YellowfinMadtom,
ModocSucker,
GoldlineDarter,
Woundfin,
WhiteRiverSpringfish,
ConasaugaLogperch,
WhiteRiverSpinedace,
ComancheSpringsPupfish,
Eel,
DemersalFish,
Flatfish,
Swordfish,
Lily,
Horseradish-Plant,
FloweryPlant,
Violet-PlantFamily,
PoppyPlant,
FruitTree,
PhloxPlant,
Sunflower-Plant,
Fennel,
DongQuai-ThePlant,
Akoko,
AiakeakuaPopolo,
Aiea,
Ae,
Ahinahina,
AmargosaNiterwort,
AmericanChaffseed,
AlabamaLeatherFlower,
Alani,
MonocotSubclass,
AshMeadowsBlazingStar,
AshMeadowsGumplant,
DicotSubclass,
ApalachicolaRosemary,
ApplegatesMilkVetch,
Aupaka,
Awikiwiki,
AvonParkHarebells,
AshMeadowsMilkVetch,
AshyDogweed,
BenLomondWallflower,
BeautifulGoetzeaOrMatabuey,
BeautifulPawpaw,
BeachLayia,
BeachJacquemontia,
BarnebyRidgeCress,
Bariaco,
BarnebyReedMustard,
BlueRidgeGoldenrod,
BlowoutPenstemon,
BurkesGoldfields,
BrooksvilleBellflower,
BunchedArrowhead,
BradshawsDesertParsley,
BrittonsBeargrass,
MadagascarPeriwinkle,
CartersMustard,
CapaRosa,
CaliforniaOrcuttGrass,
CanbysDropwort,
CaliforniaSeablite,
CaliforniaJewelFlower,
ClayPhacelia,
ClayLovingWildBuckwheat,
Chupacallos,
CloverLupine,
ClayReedMustard,
CookesKokio,
CooksHolly,
CooleysWaterWillow,
CooleysMeadowrue,
CumberlandRosemary,
CushenburyMilkVetch,
DecurrentFalseAster,
DwarfBearPoppy,
DudleyBluffsTwinpod,
DudleyBluffsBladderpod,
DiamondHeadSchiedea,
EasternPrairieFringedOrchid,
DwarfNaupaka,
DwarfIliau,
DwarfFloweredHeartleaf,
EtoniaRosemary,
FloridaGoldenAster,
FloridaBonamia,
FloridaZiziphus,
FloridaSkullcap,
FringedCampion,
FurbishLousewort,
FourPetalPawpaw,
GodfreysButterwort,
GarrettsMint,
GentianPinkroot,
GesneriaPauciflora,
WelshsMilkweed,
WesternPrairieFringedOrchid,
WheelersPeperomia,
WhiteBladderpod,
WhiteBirdsInANest,
WhiteHairedGoldenrod,
WhiteRayedPentachaeta,
WhiteIrisette,
VirginiaRoundLeafBirch,
VirginiaSpiraea,
WahineNohoKula,
WalkersManioc,
ZuniFleabane,
WideLeafWarea,
Wireweed,
SileneHawaiiensis,
TetramolopiumRockii,
SchoepfiaArenaria,
RobbinsCinquefoil,
RobustSpineflower,
RugelsPawpaw,
RunningBuffaloClover,
SacramentoMountainsThistle,
SaintThomasPricklyAsh,
SanBenitoEveningPrimrose,
SanClementeIslandBushMallow,
SanClementeIslandIndianPaintbrush,
SanDiegoMesaMint,
PresidioClarkia,
PrairieBushClover,
PricesPotatoBean,
PuaAla,
PygmyFringeTree,
PynesGroundPlum,
RelictTrillium,
PedateCheckerMallow,
PaperyWhitlowWort,
ParishsDaisy,
PenlandBeardtongue,
PersistentTrillium,
PelosDelDiablo,
PenlandAlpineFenMustard,
PitchersThistle,
PigeonWings-Plant,
PetersMountainMallow,
Pondberry,
PopoloKuMai,
Po-e,
OtayMesaMint,
OsterhoutMilkVetch,
Opuhe,
PalmaDeManacaOrManacPalm,
Pamakani,
PaloDeRosa,
PaloDeRamon,
PaloDeNigua,
PaloDeJazmin,
PaloColorado,
PalmateBractedBirdsBeak,
TinyPolygala,
TodsensPennyroyal,
TexasPrairieDawnFlower,
TexasWildRice,
TiburonMariposaLily,
TiburonJewelflower,
UteLadiesTresses,
Uvillo,
VahlsBoxwood,
SpreadingAvens,
SouthTexasAmbrosia,
TennesseePurpleConeflower,
TennesseeYellowEyedGrass,
TelephusSpurge,
TexasPoppyMallow,
TerlinguaCreekCatsEye,
TexasAyenia,
SlenderRushPea,
SlenderPetaledMustard,
SmallAntheredBittercress,
ShortsGoldenrod,
ShortLeavedRosemary,
SolanoGrass,
SonomaSpineflower,
SonomaSunshine,
SmoothConeflower,
Snakeroot,
SmallsMilkpea,
SmallWhorledPogonia,
SantaClaraValleyDudleya,
SantaBarbaraIslandLiveforever,
SandplainGerardia,
Sandlace,
ShaleBarrenRockCress,
SensitiveJointVetch,
ArabidopsisThaliana,
SebastopolMeadowfoam,
ScrubPlum,
SeabeachAmaranth,
ScrubLupine,
ScrubMint,
ScrubBlazingstar,
SchweinitzsSunflower,
LargeFloweredSkullcap,
LargeFloweredFiddleneck,
LaukahiKuahiwi,
LastChanceTownsendia,
LargeFruitedSandVerbena,
KnieskernsBeakedRush,
Kookoolau,
KodachromeBladderpod,
Kokio,
Kooloaula,
KralsWaterPlantain,
LakelasMint,
Kului,
KauaiHauKuahiwi,
Kauila,
KauSilversword,
Kaulu,
KearneysBlueStar,
IndianKnobMountainBalm,
JohnstonsFrankenia,
Kamakahala,
HooversWoollyStar,
HolyGhostIpomopsis,
Holei,
HinckleysOak,
HiloIschaemum,
HowellsSpineflower,
HayunLagu,
HawaiianVetch,
HawaiianRedFloweredGeranium,
HigoChumbo,
HigueroDeSierra,
HighlandsScrubHypericum,
HeliotropeMilkVetch,
HellersBlazingstar,
Heau,
Harperella,
Haiwale,
HarpersBeauty,
HairyRattleweed,
Haha5,
GreenPitcherPlant,
GypsumWildBuckwheat,
Haha,
Haha1,
OhaWai,
Oheohe,
Ohai,
Olulu,
NorthernWildMonkshood,
NorthParkPhacelia,
Nioi,
NortheasternBulrush,
Nohoanu,
NelsonsCheckerMallow,
Naenae,
NauOrHawaiianGardenia,
NavajoSedge,
NavasotaLadiesTresses,
MorroManzanita,
MountainGoldenHeather,
MohrsBarbarasButtons,
MinnesotaTroutLily,
MichauxsSumac,
MiccosukeeGooseberry,
MenziesWallflower,
MeadsMilkweed,
Mehamehame,
MauiRemya,
MarshSandwort,
MarinDwarfFlax,
Maolioli,
MancosMilkVetch,
MalheurWireLettuce,
Makou,
Mahoe,
Loulu,
LochLomondCoyoteThistle,
LongspurredMint,
LewtonsPolygala,
LittleAgujaPondweed,
Liliwai,
BreakfastFood,
FingerFood,
RawFood,
DessertFood,
SnackFood,
ProcessedFood,
PreparedFood,
SideDish,
FermentedFood,
DomesticatedAnimalFood,
Crumb,
Delicacy,
"[:CollectionUnionFn, [:TheSet, :FirstOrderAdministrativeDivision, :IndependentCountry]]",
Duchy,
Emirate-Geopolitical,
LandlockedGeopoliticalEntity,
Caliphate,
Arrondissement,
County,
Empire,
ControlledLand,
CountrySubsidiary,
Enclave,
UnitaryRepublic,
Republic,
SocialistGovernment,
ParliamentaryGovernment,
PeoplesRepublic,
ProvisionalGovernment,
MilitaryGovernment,
IndependentSultanate,
FederationGovernment,
IndependentRepublic,
DemocraticGeopoliticalEntity,
FederalRepublic,
FederalUnion,
AuthoritarianGovernment,
CoPrincipality,
CommunistGovernment,
Anarchy,
AdministrativeDistrict,
Country,
CrypsisSchoenoides,
Beckmannia,
Blepharidachne,
Ampelodesmos,
Axonopus,
Glyceria,
GastridiumVentricosum,
DistichlisSpicata,
Erioneuron,
CymbopogonMartinii,
AchnatherumCoronatum,
Enneapogon,
Eriochloa,
DigitariaSanguinalis,
Eleusine,
AgropyronFragile,
AgrostisNebulosa,
AvenaBrevis,
Austrostipa,
AchnatherumRobustum,
EhrhartaErecta,
BrizaMedia,
Dichanthelium,
AxonopusFissifolius,
CymbopogonCitratus,
CymbopogonFlexuosus,
Avena,
VulpiaMyuros,
Zoysia,
Agropyron,
AgropyronDesertorum,
Elytrigia,
Anemanthele,
Pooideae,
BrizaMaxima,
Arundinoideae,
Ehrharta,
AnthephoraPubescens,
AxonopusCompressus,
AnthoxanthumOdoratum,
EleusineIndica,
Arrhenatherum,
Arundo,
Panicoideae,
Calamagrostis,
ArrhenatherumElatius,
Cynodon,
AnthoxanthumGracila,
Brachyelytrum,
CymbopogonAmbiguus,
Briza,
UrochloaPanicoides,
Zygochloa,
Bothriochloa,
Esparto,
Achnatherum,
Bambusoideae,
Calyptochloa,
Chloridoideae,
AmmophilaBreviligulata,
Austrodanthonia,
ElymusHystrix,
AlopecurusMyosuroides,
AcrocerasMacrum,
Dactylis,
CynodonDactylon,
Dissanthelium,
AvenaFatua,
BrachypodiumDistachyon,
AiraCaryophyllea,
AgrostisExarata,
Anthoxanthum,
Vulpia,
Cynosurus,
Astrebla,
AvenaNuda,
Dryopoa,
AgropyronCristatum,
VulpiaBromoides,
Aira,
AvenaSterilis,
Apera,
CymbopogonNardus,
Digitaria,
Bouteloua,
ArundoDonax,
ZoysiaMatrella,
AvenaStrigosa,
CynosurusCristatus,
Andropogoneae,
Alopecurus,
Centothecoideae,
ZeaItalica,
HawaiianBluegrass,
BambooPlant,
MannsBluegrass,
Grass-Plant,
Reed,
SugarcanePlant,
Faction,
Minority,
Following,
Generation,
"[:GroupFn, :Feather]",
"[:GroupFn, :""Article-PCW""]",
Series,
Store-Generic,
Mob,
UserAccountGroup,
Content,
LegalCode,
CuttingDevice-Handheld,
CircularSaw,
Plane-TheTool,
Bow-Weapon,
Punch-TheTool,
Thimble,
Paddle-Water,
Brush,
ChainSaw,
Chisel,
Trident-HandWeapon,
CrochetHook,
File-Tool,
Club-Weapon,
SolderingIron,
DrainSnake,
TireIron,
PruningShears,
Plunger-HandTool,
HomoSapiens,
"[:DeadPhysicalRemainsFn, :Person]",
SubAtomicParticle,
GallStone,
Glacier,
Sea,
Stream,
StormAsObject,
Atmosphere,
Kryptonite,
Straw,
VegetableOil,
FlourOrMeal,
SnowMob,
Frost,
Valley,
DryCreekBed,
Fossil,
Flame,
AstronomicalObject,
Mineral,
InorganicCompound,
TungstenHexafluoride,
Arsine,
SilverBromide,
SilverChloride,
SulfurDioxide,
HydrogenSelenide,
SiliconDioxide,
"[:ChemicalSubstanceFn, :HydrogenPeroxideMolecule]",
Metal,
CalciumChloride,
NitrogenDioxide,
SilverNitrate,
PhosphorousAcid,
SulfurTrioxide,
CalciumHydride,
AmmoniumNitrate,
SeleniumFluoride,
"[:ChemicalSubstanceFn, :SulfiteIon]",
"[:ChemicalSubstanceFn, :H2Molecule]",
PotassiumPhosphate,
"[:ChemicalSubstanceFn, :O2Molecule]",
ThionylChloride,
ArsenicTrichloride,
CalciumFluoride,
PotassiumSulfide,
SodiumSulfide,
SulfurMonochloride,
PhosphorusTrichloride,
ArsenicAcid,
HydrogenBromide,
HydrogenIodide,
HydrogenChlorate,
HydrogenPerchlorate,
NitrousAcid,
PhosphorusOxychloride,
SulfurDichloride,
IodicAcid,
PotassiumHydroxide,
HypoiodousAcid,
PhosphoricAcid,
SulfurousAcid,
BoricAcid,
BariumChloride,
ChlorousAcid,
ArsenousAcid,
PyrophosphoricAcid,
Hydroxylamine,
SelenousAcid,
HypoBromousAcid,
HydroazoicAcid,
Hydrazine,
Bigfoot,
Werewolf,
Condylarth,
Metatheria,
Afroinsectiphilia,
Paenungulata,
Laurasiatheria,
Archonta,
Australosphenida,
Prototheria,
Pachydermata,
Ferae,
Afrotheria,
Theria,
Ungulate,
Glires,
Bovini,
Epitheria,
Euarchonta,
Pegasoferae,
Euarchontoglires,
Atlantogenata,
Zooamata,
"[:SmallFn, :Mammal]",
Monotreme,
Eutheria,
Marsupial,
Aardvark,
Belt-Mechanical,
Fountain-Artificial,
Windchime,
Weathervane,
LawnMower,
Crane-MotorizedDevice,
MachineTool,
TireChains,
Vise,
HouseholdAppliance,
AirplaneTailAssembly,
MechanicalPencil,
HoseClamp,
MediaPlayingDevice,
VehicleExhaustSystem,
WheelAndAxle,
Lock,
MixingDevice,
IntravenousEquipment,
VideoGameCartridge,
Sextant,
Clock,
Engine,
TurntableMechanism,
SewingMachine,
PinballMachine,
Stapler,
Pulley,
FogMachine,
Propeller,
Compass,
SkiLift,
ElectricalGenerator,
Escalator,
HeatPump,
AutomaticTellerMachine,
Elevator,
Warhead,
AirplaneFuselage,
AirplaneWing,
Jack-LiftingDevice,
AgriculturalImplement,
Gun,
TriggeringMechanism,
Umbrella,
PlaygroundEquipment,
MedicalScale,
Cabinet-PieceOfFurniture,
Button-ControlDevice,
CashRegister,
SafetySeatBelt,
Carburetor,
Boom-Arm,
VendingMachine,
RailroadSwitch,
Turbine,
ShearLegs,
DoorKnocker,
Gyroscope,
RubeGoldbergDevice,
LivingBiologicalAgent,
Virus,
ProtistaKingdom,
SingleCellOrganism,
Accordion,
MusicalInstrument-Acoustic,
StringInstrument,
MusicalInstrument-Electronic,
Keyboard-MusicalInstrument,
ModernMilitaryUnit-Deployable,
DARPATechnicalOffice,
Hospital-NonProfit,
NonProfitCorporation,
DARPAProgramOffice,
FoundationOrganization,
ChamberOfCommerce,
Amine,
Alkaloid,
Tar,
"[:CollectionUnionFn, [:TheSet, [:OrganismPartTypeFn, :HomoSapiens, :SkeletalSystem], [:DeadPhysicalRemainsFn, [:OrganismPartTypeFn, :HomoSapiens, :SkeletalSystem]]]]",
"[:ChemicalSubstanceFn, :CytidineTriphosphate]",
AgriculturalProduct,
Food,
CellularCompartment,
NaturalGas,
Oil,
Peat,
BiologicalLivingObject,
LinenCloth,
Ester,
Alcohol-Compound,
FurPelt,
BodilyFluid,
FlannelCloth,
CottonStuff,
OrganicCompound,
Lipid,
DNAStuff,
Food-ReadyToEat,
CottonCloth,
Coal,
Honey,
Culture-Bacterial,
WoolCloth,
Resin,
Charcoal,
Hydrocarbon,
DairyProduct,
TetraHydroCannabinol,
VegetableMatter,
Vanillin,
Compost-Generic,
MorphogenicFactor,
CokeFuel,
RNAStuff,
Perfume,
Terpene,
MitoticInhibitor,
MesenchymalStemCell,
Osteoblast,
Cyst,
Sac-Organic,
PlantPart,
ExtracellularMatrix,
Vegetation-AbnormalOutgrowth,
EndocarditisVegetation,
Synapse,
BiologicalTissue,
Institution,
"[:SubcollectionOfWithRelationToFn, :Organization, :hasBeliefSystems, :Socialism]",
"[:CollectionUnionFn, [:TheSet, :CommercialOrganization, :GovernmentalOrganization]]",
Fishery,
Bureaucracy,
Association,
OrganizationOfPeopleOnly,
Hierarchy-TheOrganization,
GrantMakingOrganization,
Federation,
Alliance-Organization,
OilCartel,
Tribunal,
FamousOrganization,
CommunicationsOrganization,
FinancialOrganization,
ServiceOrganization,
JudicialOrganization,
AdvocacyOrganization,
ActivityTypeFocusGroup,
DistributionOrganization,
StateOrProvinceWideOrganization,
Subsidiary,
OrganizationOfOrganizations,
CooperativeOrganization,
NetworkOrganization,
AnimalOrganization,
CriminalOrganization,
NationalOrganization,
InternationalOrganization,
EnergyOrganization,
IdeologicalOrganization,
AgricultureOrganization,
PrivateSectorOrganization,
InsuranceOrganization,
HealthcareOrganization,
LocalOrganization,
IndependentOrganization,
HumanServicesOrganization,
Secretariat,
EventOrganizer-Organization,
Trust-LegalEntity,
GovernmentOwnedCompany,
Council-Organization,
TravelOrganization,
LawEnforcementOrganization,
TechnologyOrganization,
LegalCorporation,
MuslimBrotherhoodOrganization,
SpaceAgency,
Force,
"[:SubcollectionOfWithRelationToFn, :Organization, :hasBeliefSystems, :Marxism]",
"[:OrgRelatedFn, :BoxingSportsEvent]",
"[:OrgRelatedFn, :Agriculture]",
"[:OrgRelatedFn, :HomeMaintenance]",
"[:OrgRelatedFn, :Science]",
"[:OrgRelatedFn, :""Baseball-TheGame""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""paramilitary"", :Organization, ""3425a890-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""Islamist"", :Organization, ""341c80d5-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:SubcollectionOfWithRelationFromTypeFn, :Organization, :subOrganizations, :Organization]",
"[:SubcollectionOfWithRelationToFn, :Organization, :hasBeliefSystems, :Islam]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""White Supremacist"", :Organization, ""33f21572-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""Nationalist"", :Organization, ""33f23c81-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""revolutionary"", :Organization, ""34135912-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""white supremacist"", :Organization, ""34146a82-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""nationalist"", :Organization, ""34059d70-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""death squad"", :Organization, ""340eec40-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:""ProperSubcollectionNamedFn-Ternary"", ""socialist"", :Organization, ""3409e331-f4ed-11d9-9bea-0002b3a85b0b""]",
"[:SubOrganizationsFn, [:GovernmentFn, :India]]",
"[:""InstanceNamedFn-Ternary"", ""tribal group"", :OrganizationType, ""df3bb93e-17af-41d9-85fa-c1282db643b3""]",
"[:""InstanceNamedFn-Ternary"", ""Revolutionary Group"", :OrganizationType, ""4e0380ee-17bb-41d9-8169-b56d0b746f22""]",
"[:""InstanceNamedFn-Ternary"", ""Publishing House"", :OrganizationType, ""8cde7bda-52e3-41d9-9b0b-9215861baa75""]",
"[:""InstanceNamedFn-Ternary"", ""Internet service provider"", :OrganizationType, ""8803311e-6021-41d9-91be-b1442d92d74c""]",
InternationalWaterAssociation,
"[:""InstanceNamedFn-Ternary"", ""think tank"", :OrganizationType, ""01e9b3c2-195a-41d9-866f-f5870816b2ab""]",
"[:""InstanceNamedFn-Ternary"", ""youth organization"", :OrganizationType, ""f0a37c0e-e799-11db-8000-0002b3a33141""]",
"[:""InstanceNamedFn-Ternary"", ""student organization"", :OrganizationType, ""6999dc82-b43b-41d9-9825-cdf086d4e626""]",
"[:""InstanceNamedFn-Ternary"", ""Dissident"", :OrganizationType, ""0261bad6-17af-41d9-967b-e6fb3c1c5f7f""]",
"[:""InstanceNamedFn-Ternary"", ""paramilitary"", :OrganizationType, ""03bd9576-17af-41d9-9dcc-d53563ad15a5""]",
MilitaryEquipment,
Table-PieceOfFurniture,
FishingLine,
OpticalDevice,
ScientificInstrument,
TransportationDevice,
Pacifier,
Anchor,
ComputerChassis,
CountingDevice,
